series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
01,05,205,ITEM,"Item 205: Tribune negatives including Osipov orchestra members at Union of Australian Women luncheon, April-May 1967",ON 161/Item 205,1287049,110374135,April-May 1967,1967-04-12 00:00:00,1967-05-16 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374135,http://archival.sl.nsw.gov.au/Details/archive/110366667,34,FL4536142|FL4536150|FL4536152|FL4536153|FL4536156|FL4536157|FL4536158|FL4536162|FL4536164|FL4536166|FL4536167|FL4536169|FL4536170|FL4536171|FL4536173|FL4536174|FL4536175|FL4536176|FL4536177|FL4536181|FL4536183|FL4536185|FL4536186|FL4536188|FL4536190|FL4536192|FL4536193|FL4536194|FL4536195|FL4536196|FL4536198|FL4536200|FL4536201|FL4536204,"Original negative sleeve titled: 16-5-67.|Includes:|May Queen presentation, May 1967, Row 1.|Soviet boxers training, 12 April 1967, Row 2, no. 1.|Roland Wakelin art exhibition at the New South Wales Art Gallery, 12 April 1967, Row 2, nos. 2-4 .|Members of the Osipov orchestra at a Union of Australian Women luncheon; puppeteers at the Tivoli Theatre, 16 May 1967, Rows 3-6.",,puppeteers|puppets|musicians|art exhibitions|lunches,Union of Australian Women|Osipov (orchestra),
01,05,206,ITEM,"Item 206: Tribune negatives including funeral of Lance Sharkey, and book launch of ""Ashes of the Angry Years"", May 1967",ON 161/Item 206,1287050,110374136,16-17 May 1967,1967-05-16 00:00:00,1967-05-17 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374136,http://archival.sl.nsw.gov.au/Details/archive/110366667,37,FL4534525|FL4534529|FL4534531|FL4534533|FL4534535|FL4534536|FL4534538|FL4534540|FL4534542|FL4534543|FL4534545|FL4534547|FL4534549|FL4534550|FL4534552|FL4534554|FL4534556|FL4534557|FL4534559|FL4534561|FL4534562|FL4534563|FL4534564|FL4534565|FL4534567|FL4534568|FL4534570|FL4534571|FL4534573|FL4534575|FL4534578|FL4534580|FL4534582|FL4534584|FL4534585|FL4534587|FL4534590,"Original negative sleeve titled: Lance Sharkey funeral, Charlie Oliver, 16-17/5/67.|Includes:|Charlie Oliver, New South Wales Secretary of the ALP at the launching of ""Ashes of the Angry Years"", 16 May 1967, Rows 1-2.|Lance Sharkey's funeral from 168 Day Street to the Northern Suburbs Crematorium, 17 May 1967, Rows 3-6.",,book launches|funerals,"Sharkey, L. L. (Lawrence Louis), 1898-1967",
01,05,207,ITEM,"Item 207: Tribune negatives including Lance Sharkey's funeral procession, Sydney, May 1967",ON 161/Item 207,1288299,110374155,17 May 1967,1967-05-17 00:00:00,1967-05-17 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374155,http://archival.sl.nsw.gov.au/Details/archive/110366667,36,FL4535209|FL4535211|FL4535212|FL4535213|FL4535215|FL4535216|FL4535218|FL4535220|FL4535222|FL4535223|FL4535227|FL4535229|FL4535230|FL4535231|FL4535233|FL4535234|FL4535236|FL4535237|FL4535238|FL4535239|FL4535243|FL4535244|FL4535245|FL4535246|FL4535249|FL4535251|FL4535254|FL4535255|FL4535258|FL4535260|FL4535262|FL4535264|FL4535265|FL4535267|FL4535268|FL4535270,"Original negative sleeve titled: Lance Sharkey funeral, 17-5-67.|Includes:|Lance Sharkey's funeral procession from 168 Day Street to the Northern Suburbs Crematorium, 17 May 1967, Rows 1-6.",,funerals|motorcades,"Sharkey, L. L. (Lawrence Louis), 1898-1967",
01,05,208,ITEM,"Item 208: Tribune negatives including the Aboriginal Rights Referendum Rally in Wynyard Park, 18 May 1967, and funeral procession for Lance Sharkey, 17 May 1967",ON 161/208,965297,110366668,"17- 18 May, 1967",1967-05-17 00:00:00,1967-05-18 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110366668,http://archival.sl.nsw.gov.au/Details/archive/110366667,26,FL468175|FL468178|FL468180|FL468181|FL468183|FL468185|FL468187|FL468189|FL468191|FL468192|FL468194|FL468196|FL468197|FL468199|FL468200|FL468202|FL468204|FL468206|FL468208|FL468209|FL468211|FL468212|FL468214|FL468215|FL468217|FL468219,"Image descriptions provided by cataloguer.|2. Mrs Caldwell.|4-6. Charles (Lester) Leon.|14-16. Ray Peckham.|18. Miss Theresa M French.|21-26. Lance Sharkey's funeral from 168 Day Street to the Northern Suburbs Crematorium, May 1967.",,,"Peckham, Ray|Leon, Charles (Lester), 1900-1982","Wynyard Park (Sydney, N.S.W.)|Northern Suburbs Memorial Gardens and Crematorium (North Ryde, N.S.W.)"
01,05,209,ITEM,"Item 209: Tribune negatives including BWIU, Plasterers, and Painters' Unions Amalgamation Conference, May 1967",ON 161/Item 209,1288300,110374156,9-21 May 1967,1967-05-09 00:00:00,1967-05-21 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374156,http://archival.sl.nsw.gov.au/Details/archive/110366667,35,FL4531494|FL4531503|FL4531504|FL4531506|FL4531508|FL4531510|FL4531512|FL4531513|FL4531514|FL4531515|FL4531516|FL4531517|FL4531518|FL4531525|FL4531526|FL4531527|FL4531529|FL4531530|FL4531531|FL4531532|FL4531533|FL4531534|FL4531535|FL4531536|FL4531537|FL4531538|FL4531539|FL4531540|FL4531541|FL4531542|FL4531543|FL4531544|FL4531545|FL4531546|FL4531548,"Original negative sleeve titled: Amalgamation meeting BWIU painters, 9, 10, 21/5/67.|Includes:|Italian Seamen presenting Australian Seamen with a statue of ""Mercury"", 9 May 1967, Row 1, nos. 3-6.|Brian Rex and Neal Swancott posing for LSD effect, 10 May 1967, Row 2.|BWIU, Plasterers, and Painters' Unions Amalgamation Conference, 21 May 1967, Rows 3-6.",,meetings|trade unions|trade unionists,Building Workers' Industrial Union of Australia.,
01,05,210,ITEM,"Item 210: Tribune negatives including BWIU, Plasterers, and Painters' Unions Amalgamation Conference, May 1967",ON 161/Item 210,1288303,110374157,21 May 1967,1967-05-21 00:00:00,1967-05-21 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374157,http://archival.sl.nsw.gov.au/Details/archive/110366667,35,FL4535459|FL4535466|FL4535467|FL4535468|FL4535470|FL4535472|FL4535473|FL4535475|FL4535477|FL4535478|FL4535481|FL4535482|FL4535485|FL4535487|FL4535488|FL4535489|FL4535490|FL4535491|FL4535492|FL4535493|FL4535495|FL4535500|FL4535502|FL4535506|FL4535509|FL4535512|FL4535517|FL4535523|FL4535525|FL4535527|FL4535528|FL4535529|FL4535530|FL4535533|FL4535535,"Original negative sleeve titled: Amalgamation meeting, 21-5-67.|Includes: BWIU, Plasterers, and Painters' Unions Amalgamation Conference, 21 May 1967, Rows 1-6.",,meetings|trade unions|trade unionists,Building Workers' Industrial Union of Australia.,
01,05,211,ITEM,"Item 211: Tribune negatives including anti-Vietnam War demonstration and march to Sydney Town Hall, May 1967",ON 161/Item 211,1288305,110374158,23 May 1967,1967-05-23 00:00:00,1967-05-23 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374158,http://archival.sl.nsw.gov.au/Details/archive/110366667,36,FL4534968|FL4534975|FL4534977|FL4534978|FL4534980|FL4534983|FL4534984|FL4534986|FL4534991|FL4534993|FL4534994|FL4534996|FL4534998|FL4534999|FL4535000|FL4535002|FL4535003|FL4535005|FL4535007|FL4535008|FL4535010|FL4535015|FL4535016|FL4535017|FL4535019|FL4535020|FL4535022|FL4535023|FL4535024|FL4535025|FL4535029|FL4535031|FL4535032|FL4535034|FL4535036|FL4535039,"Original negative sleeve titled: Anti-war rally, 23?-5-67.|Includes:|Peace demonstration and march to Sydney Town Hall, 23 May 1967.",,demonstrations|peace movement,,
01,05,212,ITEM,"Item 212: Tribune negatives including Chicka Dixon and BHP Steelworks, May 1967",ON 161/Item 212,1288306,110374159,22-31 May 1967,1967-05-22 00:00:00,1967-05-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374159,http://archival.sl.nsw.gov.au/Details/archive/110366667,36,FL4535895|FL4535896|FL4535897|FL4535900|FL4535901|FL4535905|FL4535906|FL4535911|FL4535918|FL4535921|FL4535923|FL4535924|FL4535926|FL4535927|FL4535928|FL4535929|FL4535930|FL4535931|FL4535934|FL4535935|FL4535938|FL4535944|FL4535946|FL4535948|FL4535949|FL4535950|FL4535952|FL4535954|FL4535959|FL4535960|FL4535961|FL4535962|FL4535964|FL4535965|FL4535968|FL4535969,"Original negative sleeve titled: 22, 25/5/67.|Includes:|Chicka Dixon at the Foundation for Aboriginal Affairs, 25 May 1967, Rows 2-3.|BHP Steelworks, Wollongong, 22 May 1967, Rows 5-6.|Athletes practicing high jump, Row 2, no. 4-6, row 3 nos. 4-5.|May include:|Jim Cooper. Striking oil-tanker drivers, 31 May 1967.",,Aboriginal art,"Dixon, Chicka (Charles), 1928-2010|Broken Hill Proprietary Company",
01,05,213,ITEM,"Item 213: Tribune negatives including Ted Heagney at FIA Conference, and a play at the New Theatre, May 1967",ON 161/Item 213,1288307,110374160,May 1967,1967-05-01 00:00:00,1967-05-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374160,http://archival.sl.nsw.gov.au/Details/archive/110366667,34,FL4534604|FL4534607|FL4534609|FL4534612|FL4534613|FL4534615|FL4534617|FL4534618|FL4534620|FL4534622|FL4534623|FL4534625|FL4534627|FL4534630|FL4534632|FL4534634|FL4534637|FL4534640|FL4534642|FL4534644|FL4534646|FL4534647|FL4534648|FL4534650|FL4534654|FL4534655|FL4534656|FL4534657|FL4534659|FL4534661|FL4534663|FL4534665|FL4534666|FL4534669,"Original negative sleeve titled: May 67.|Includes:|Ted Heagney, Research Director of the Federated Ironworkers' Association, at the FIA Conference; Vernon Yen, Secretary of the Telecommunications Association, Fiji; and Bacchus Kapapa, N.G., 26 May 1967, Row 2, nos. 4-6, and row 3.|Angelo Courlios, editor of the Hellenic Herald, 27 May 1967, Row 2, nos 1-2, and row 3, nos. 5-6.|Train engine drivers awaiting court decision. New Theatre play: On Stage Vietnam, May 1967.",,theatrical productions|meetings,"Federated Ironworkers' Association of Australia|New Theatre (Sydney, N.S.W.)",
01,05,214,ITEM,"Item 214: Tribune negatives including Malcolm Salmon, and a play at the New Theatre, May-June 1967",ON 161/Item 214,1288308,110374161,May-June 1967,1967-05-01 00:00:00,1967-06-03 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374161,http://archival.sl.nsw.gov.au/Details/archive/110366667,35,FL4534133|FL4534140|FL4534145|FL4534147|FL4534179|FL4534187|FL4534190|FL4534193|FL4534195|FL4534197|FL4534200|FL4534202|FL4534204|FL4534207|FL4534209|FL4534211|FL4534213|FL4534215|FL4534217|FL4534219|FL4534220|FL4534222|FL4534223|FL4534225|FL4534227|FL4534228|FL4534230|FL4534231|FL4534233|FL4534235|FL4534236|FL4534239|FL4534240|FL4534242|FL4534243,"Original negative sleeve titled: Malcolm Salmon, 3-6-67.|Includes:|New Theatre play: On Stage Vietnam, May 1967, Rows 1-2.|Malcolm Salmon at Mascot airport on his return from Vietnam, 3 June 1967.",,theatrical productions,"New Theatre (Sydney, N.S.W.)|Salmon, Malcolm, 1925-1986",
