series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
01,12,551,ITEM,"Item 551: Tribune negatives including the exterior of the Resistance Third World Book Shop, and various demonstrations, n.d.",ON 161/Item 551,1342073,110374872,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374872,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4564694|FL4564695|FL4564697|FL4564700|FL4564702|FL4564703|FL4564706|FL4564708|FL4564710|FL4564713|FL4564715|FL4564718|FL4564726|FL4564729|FL4564731|FL4564733|FL4564736|FL4564738|FL4564740|FL4564742|FL4564745|FL4564748|FL4564752|FL4564753|FL4564755|FL4564757|FL4564759|FL4564762|FL4564764|FL4564766|FL4564772|FL4564774|FL4564776|FL4564780|FL4564782|FL4564785,"Includes:|Arrests by police of members at demonstration about Fascism, Row 1, row 2 no. 1-3.|Speaker and audience on lawn outside Fisher Library at the University of Sydney, Row 2 no. 4-6, row 3 no. 1-5.|Exterior of the Resistance Third World book shop, Row 3 no. 6, row 4 no. 1-3.|Demonstration about state aid and the Australian Labor Party on the steps of Sydney Town Hall, Row 4 no. 4-6, row 5 no. 1.|Demonstration and police arrests at unidentified public recreation grounds, Row 5 no. 2-6, row 6.",,demonstrations|bookshops|arrests|posters & placards|parks,Australian Labor Party,"Sydney Town Hall (Sydney, N.S.W.)|University of Sydney Library (N.S.W.)"
01,12,552,ITEM,"Item 552: Tribune negatives including demonstration and arrests during a netball game, n.d.",ON 161/Item 552,1342076,110374875,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374875,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4566116|FL4566117|FL4566118|FL4566119|FL4566120|FL4566121|FL4566122|FL4566123|FL4566124|FL4566125|FL4566126|FL4566127|FL4566128|FL4566129|FL4566130|FL4566131|FL4566132|FL4566133|FL4566134|FL4566135|FL4566136|FL4566137|FL4566138|FL4566139|FL4566140|FL4566141|FL4566142|FL4566143|FL4566144|FL4566145|FL4566146|FL4566147|FL4566148|FL4566149|FL4566150|FL4566151,"Includes:|Demonstration and police arrests during netball game at unidentified public recreation grounds, Rows 1-4.|Full length posed portrait photographs of unidentified woman outdoors, Row 5.|Images of a vehicle from Mayne Nickless Limited transport company, Row 6 no. 1-3.",,demonstrations|arrests|commercial vans|netball,Mayne Nickless Ltd.,
01,12,553,ITEM,"Item 553: Tribune negatives including demonstration outside a prison for the release of Louis Christofides, n.d.",ON 161/Item 553,1342077,110374876,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374876,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4565777|FL4565780|FL4565781|FL4565782|FL4565783|FL4565785|FL4565786|FL4565787|FL4565788|FL4565789|FL4565790|FL4565791|FL4565792|FL4565793|FL4565794|FL4565795|FL4565796|FL4565797|FL4565798|FL4565799|FL4565800|FL4565801|FL4565802|FL4565803|FL4565804|FL4565805|FL4565806|FL4565807|FL4565808|FL4565809|FL4565810|FL4565811|FL4565812|FL4565813|FL4565814|FL4565815,"Includes:|Wide shots of playing field on possible university campus, Row 2 no. 1-5.|Demonstration with graffiti asking for the release of Louis Christofides, with news coverage by the Australian Broadcasting Corporation, outside Long Bay Gaol, Row 2 no. 6, rows 3-6.",,sportsgrounds|prisons|graffiti|posters & placards|reporters|public speaking|demonstrations,Australian Broadcasting Corporation,Long Bay Gaol (N.S.W.)
01,12,554,ITEM,"Item 554: Tribune negatives including demonstration in the Sydney Stock Exchange, 1970.",ON 161/Item 554,1342081,110374879,1970,1970-01-01 00:00:00,1970-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374879,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4567329|FL4567331|FL4567332|FL4567333|FL4567334|FL4567335|FL4567336|FL4567337|FL4567341|FL4567342|FL4567344|FL4567345|FL4567346|FL4567347|FL4567349|FL4567350|FL4567351|FL4567353|FL4567355|FL4567357|FL4567358|FL4567360|FL4567361|FL4567362|FL4567364|FL4567365|FL4567367|FL4567369|FL4567371|FL4567372|FL4567374|FL4567375|FL4567377|FL4567378|FL4567380|FL4567382,"Original negative sleeve titled: 1970, Sydney Stock Exchange anti war demo.|Includes:|Three unidentified women with paperwork in discussion with a group of men on a possible rooftop location, Row 2, no. 1-5.|Audience gathered around various speakers outside an unidentified building, Row 2 no. 6, row 3 no. 1-4.|Small demonstration about striking by the Federated Liquor and Allied Industries Employees' Union of Australia clerical staff, in a corridor in an unidentified building, Row 4 no. 6, row 5.|Demonstration against the Vietnam War in the Sydney Stock Exchange, Row 6, 1970.",,public speaking|demonstrations|posters & placards|flags,,Sydney Stock Exchange
01,12,555,ITEM,"Item 555: Tribune negatives including demonstration with various placards, n.d.",ON 161/Item 555,1343058,110374893,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374893,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4565555|FL4565558|FL4565561|FL4565563|FL4565566|FL4565568|FL4565569|FL4565570|FL4565571|FL4565573|FL4565574|FL4565575|FL4565576|FL4565580|FL4565582|FL4565583|FL4565584|FL4565585|FL4565586|FL4565587|FL4565590|FL4565592|FL4565593|FL4565597|FL4565598|FL4565599|FL4565600|FL4565601|FL4565603|FL4565604|FL4565606|FL4565610|FL4565613|FL4565614|FL4565615|FL4565616,"Includes:|Demonstration on streets with various buildings visible including Pan American, with placards saying ""America committed democracide in Greece"", ""repeal the National Service act"", ""for Australian not Yankee millionaires"", Rows 2-5, row 6 no. 1-4.",,demonstrations|posters & placards|facades (places)|city & town buildings|banners|police,,
01,12,556,ITEM,"Item 556: Tribune negatives including various conferences, n.d.",ON 161/Item 556,1343061,110374896,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374896,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4567878|FL4567879|FL4567880|FL4567881|FL4567882|FL4567883|FL4567884|FL4567885|FL4567886|FL4567887|FL4567888|FL4567889|FL4567890|FL4567891|FL4567892|FL4567893|FL4567894|FL4567895|FL4567896|FL4567897|FL4567898|FL4567899|FL4567900|FL4567901|FL4567902|FL4567903|FL4567904|FL4567905|FL4567906|FL4567907|FL4567908|FL4567909|FL4567910|FL4567911|FL4567912|FL4567913,"Original negative sleeve titled: Frank Hardy|Includes:|Speakers and audience in unidentified lecture hall, Rows 1-2, row 3 no. 1.|Speaker and audience at strike meeting with poster saying ""Strike! Nov 14 [indecipherable] San Francisco Nov 15"", Row 3 no. 2-6, row 4, row 5 no. 1.|Speakers and panel in large unidentified hall, Rows 5 no. 2-6, row 6.",,conventions|public speaking|lecture theatres|posters & placards,,
01,12,557,ITEM,"Item 557: Tribune negatives including gathering at Aboriginal art gallery and demonstration for Aboriginal land rights, n.d.",ON 161/Item 557,1343063,110374898,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374898,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4567741|FL4567744|FL4567746|FL4567748|FL4567750|FL4567753|FL4567754|FL4567755|FL4567757|FL4567758|FL4567760|FL4567761|FL4567762|FL4567764|FL4567766|FL4567767|FL4567769|FL4567770|FL4567771|FL4567772|FL4567774|FL4567775|FL4567776|FL4567777|FL4567778|FL4567780|FL4567783|FL4567785|FL4567786|FL4567787|FL4567789|FL4567791|FL4567793|FL4567797|FL4567799|FL4567800,"Original negative sleeve titled: Frank Hardy Abo land rights|Includes:|Gathering of people at gallery of Aboriginal art, and seated at desks viewing brochures, Row 1 no. 3-6, row 2, row 3 no. 1-5.|Demonstration for Aboriginal land rights outside Ye Olde Crusty Taverne, with banners saying ""Vesteys exploits Aborigines"", Rows 5-6.",,demonstrations|Aboriginal art|Aboriginal peoples (Australians)|banners|posters & placards,,"Ye Olde Crusty Taverne (255 George Street, Sydney, N.S.W.)"
01,12,558,ITEM,"Item 558: Tribune negatives including green ban demonstration against laws of Robert Askin, n.d.",ON 161/Item 558,1343065,110374900,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374900,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4567442|FL4567443|FL4567444|FL4567445|FL4567446|FL4567447|FL4567448|FL4567449|FL4567450|FL4567451|FL4567452|FL4567453|FL4567454|FL4567455|FL4567456|FL4567457|FL4567458|FL4567459|FL4567460|FL4567461|FL4567462|FL4567463|FL4567464|FL4567465|FL4567466|FL4567467|FL4567468|FL4567469|FL4567470|FL4567471|FL4567472|FL4567473|FL4567474|FL4567475|FL4567476|FL4567477,"Includes:|Streets and footbridge with French-language posters in unidentified city, Row 1 no. 4-6, row 2, row 3 no. 1-5.|Green ban procession down Macquarie Street and in Hyde Park with banners saying ""we say NO to Askin's new repressive laws"" and ""more not less, democracy fight Askin's repressive new laws"", Row 3 no. 6, rows 4-6.",,posters & placards|banners|demonstrations|processions|streetscapes|facades (places),,"Macquarie Street (Sydney, N.S.W.)|Hyde Park (Sydney, N.S.W.)"
01,12,559,ITEM,"Item 559: Tribune negatives including demonstration at Roselands shopping centre, n.d.",ON 161/Item 559,1343934,110374912,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374912,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4567576|FL4567578|FL4567579|FL4567580|FL4567582|FL4567583|FL4567585|FL4567586|FL4567587|FL4567588|FL4567589|FL4567590|FL4567591|FL4567592|FL4567593|FL4567594|FL4567595|FL4567596|FL4567598|FL4567599|FL4567602|FL4567603|FL4567606|FL4567607|FL4567608|FL4567610|FL4567611|FL4567613|FL4567614|FL4567616|FL4567618|FL4567619|FL4567622|FL4567623|FL4567624|FL4567625,"Includes:|Demonstration inside shopping centre in Roselands, boycotting Vesteys food products and asserting for Aboriginal land rights, Row 1 no. 2-6, rows 2-6.",,demonstrations|posters & placards|banners|supermarkets|shopping centres|public speaking|Aboriginal peoples (Australians),,Roselands Shopping Centre (N.S.W.)
01,12,560,ITEM,"Item 560: Tribune negatives including a banquet and images of the SS African Neptune, n.d.",ON 161/Item 560,1343936,110374914,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374914,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4563555|FL4563556|FL4563560|FL4563563|FL4563564|FL4563568|FL4563569|FL4563571|FL4563573|FL4563574|FL4563575|FL4563577|FL4563578|FL4563579|FL4563580|FL4563581|FL4563584|FL4563588|FL4563592|FL4563593|FL4563595|FL4563596|FL4563597|FL4563600|FL4563605|FL4563607|FL4563609|FL4563611|FL4563613|FL4563614|FL4563616|FL4563618|FL4563619|FL4563621|FL4563622|FL4563624,"Includes:|Banquet with speakers and musicians in unidentified venue, Row 1 no. 3-6, rows 2-4, row 5 no. 1-5.|SS African Neptune vessel, Row 5 no. 6, row 6 no. 1-4.",,banquets|public speaking|musicians|ships,,
01,12,561,ITEM,"Item 561: Tribune negatives including demonstration boycotting Vesteys and asserting Aboriginal land rights, n.d.",ON 161/Item 561,1343937,110374915,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374915,http://archival.sl.nsw.gov.au/Details/archive/110374754,36,FL4566630|FL4566632|FL4566634|FL4566635|FL4566637|FL4566639|FL4566642|FL4566646|FL4566648|FL4566649|FL4566651|FL4566653|FL4566654|FL4566655|FL4566656|FL4566661|FL4566663|FL4566664|FL4566667|FL4566669|FL4566672|FL4566673|FL4566678|FL4566681|FL4566682|FL4566683|FL4566684|FL4566685|FL4566686|FL4566687|FL4566697|FL4566698|FL4566699|FL4566700|FL4566701|FL4566702,"Original negative sleeve titled: Abo land rights|Includes:|Large demonstration with placards saying ""Reduce! Taxation"" and ""cut prices"", Row 1.|Demonstration with police presence, boycotting Vesteys food products and asserting for Aboriginal land rights, down George Street and outside the Ye Olde Crusty Tavern, Rows 4-6.",,demonstrations|posters & placards|police|arrests|banners|Aboriginal peoples (Australians),,"Ye Olde Crusty Taverne (255 George Street, Sydney, N.S.W.)|Bank of New South Wales (George Street, Sydney, N.S.W.)|George Street (Sydney, N.S.W.)"
