series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
03,05,0501,ITEM,"Item 0501: Tribune negatives including hospital, health demonstrations, Sydney, New South Wales, December 1979",ON 160/Item 0501,1045809,110369818,December 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369818,http://archival.sl.nsw.gov.au/Details/archive/110369619,24,FL4407920|FL4407921|FL4407922|FL4407923|FL4407924|FL4407925|FL4407926|FL4407927|FL4407928|FL4407930|FL4407931|FL4407932|FL4407933|FL4407934|FL4407936|FL4407939|FL4407941|FL4407942|FL4407943|FL4407944|FL4407945|FL4407946|FL4407947|FL4407949,"Includes:|Hospital, health demonstrations, Sydney, December 1979",,demonstrations|health workers,,
03,05,0502,ITEM,"Item 0502: Tribune negatives including anti-liberal demonstrations, University of New South Wales, December 1979",ON 160/Item 0502,1045810,110369819,December 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369819,http://archival.sl.nsw.gov.au/Details/archive/110369619,23,FL4406055|FL4406056|FL4406057|FL4406058|FL4406059|FL4406060|FL4406061|FL4406062|FL4406063|FL4406064|FL4406065|FL4406066|FL4406067|FL4406068|FL4406069|FL4406070|FL4406071|FL4406072|FL4406073|FL4406074|FL4406075|FL4406076|FL4406077,"Includes:|Anti-liberal demonstration, UNSW, December 1979|Brian McGahen, December 1979",,demonstrations|demonstrators (political),,
03,05,0503,ITEM,"Item 0503: Tribune negatives including portraits, West Papua, [ca. 1979]",ON 160/Item 0503,1045811,110369820,ca. 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369820,http://archival.sl.nsw.gov.au/Details/archive/110369619,39,FL4406780|FL4406783|FL4406785|FL4406787|FL4406788|FL4406791|FL4406794|FL4406796|FL4406797|FL4406798|FL4406799|FL4406800|FL4406802|FL4406803|FL4406807|FL4406809|FL4406812|FL4406814|FL4406817|FL4406819|FL4406820|FL4406821|FL4406823|FL4406826|FL4406828|FL4406830|FL4406831|FL4406834|FL4406837|FL4406839|FL4406841|FL4406843|FL4406844|FL4406846|FL4406847|FL4406849|FL4406851|FL4406854|FL4406855,Includes:|West Papua|Original negative sleeve titled West Papua,,portraits,,
03,05,0504,ITEM,"Item 0504: Tribune negatives West Papua, [ca. 1979]",ON 160/Item 0504,1045813,110369821,ca. 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369821,http://archival.sl.nsw.gov.au/Details/archive/110369619,19,FL4407392|FL4407394|FL4407396|FL4407397|FL4407399|FL4407401|FL4407402|FL4407403|FL4407404|FL4407405|FL4407406|FL4407407|FL4407408|FL4407410|FL4407412|FL4407414|FL4407416|FL4407417|FL4407418,Includes:|West Papua|Original negative sleeve titled West Papua Series,,portraits,,
03,05,0505,ITEM,"Item 0505: Tribune negatives West Papua and anniversary of Communist Party of Australia, Hobart, Tasmania, January 1980",ON 160/Item 0505,1045815,110369822,January 1980,1980-01-01 00:00:00,1980-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369822,http://archival.sl.nsw.gov.au/Details/archive/110369619,28,FL4408406|FL4408410|FL4408412|FL4408414|FL4408415|FL4408416|FL4408417|FL4408418|FL4408421|FL4408423|FL4408430|FL4408432|FL4408434|FL4408436|FL4408437|FL4408439|FL4408440|FL4408441|FL4408442|FL4408443|FL4408445|FL4408447|FL4408451|FL4408453|FL4408455|FL4408456|FL4408457|FL4408458,"Includes:|Communist Party of Australia anniversary (Hobart float), January 1980|Original negative sleeve titled West Papua Series, CPA float Hobart",,floats (processions)|portraits,,
03,05,0506,ITEM,"Item 0506: Tribune negatives including compensation meeting, Melbourne, Victoria, February 1980",ON 160/Item 0506,1045818,110369823,February 1980,1980-01-01 00:00:00,1980-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369823,http://archival.sl.nsw.gov.au/Details/archive/110369619,32,FL4408053|FL4408057|FL4408058|FL4408060|FL4408061|FL4408063|FL4408065|FL4408066|FL4408067|FL4408068|FL4408069|FL4408073|FL4408075|FL4408078|FL4408080|FL4408081|FL4408082|FL4408083|FL4408084|FL4408086|FL4408087|FL4408088|FL4408089|FL4408090|FL4408092|FL4408094|FL4408097|FL4408098|FL4408099|FL4408100|FL4408101|FL4408102,"Includes:|Howard Gibson, Newcastle, February 1980|Metalworkers Italian Union delegation, February 1980|David Ross, Newcastle, February 1980|Kay Wicks, Newcastle, February 1980|Ken Wark, Newcastle, February 1980|Compensation meeting, Melbourne, February 1980|Chris Dodds, Newcastle, February 1980|Darrell Dodds, Newcastle, February 1980",,meetings|workers,,
03,05,0507,ITEM,"Item 0507: Tribune negatives including Afghanistan meeting, Sydney, New South Wales, January-February 1980",ON 160/Item 0507,1045819,110369824,January-February 1980,1980-01-01 00:00:00,1980-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369824,http://archival.sl.nsw.gov.au/Details/archive/110369619,36,FL4409682|FL4409683|FL4409684|FL4409685|FL4409686|FL4409687|FL4409688|FL4409689|FL4409690|FL4409691|FL4409692|FL4409693|FL4409694|FL4409695|FL4409696|FL4409697|FL4409698|FL4409699|FL4409700|FL4409701|FL4409702|FL4409703|FL4409704|FL4409705|FL4409706|FL4409707|FL4409708|FL4409709|FL4409710|FL4409711|FL4409712|FL4409713|FL4409714|FL4409715|FL4409716|FL4409717,"Includes:|Wool stores meeting, Adelaide, February 1980|Nurses demonstration, Adelaide, February 1980|Pitjantjatjara land rights demonstration, Adelaide, February 1980|Afghanistan meeting, Sydney, January 1980|Elliot Johnson, Adelaide, February 1980",,meetings|portraits,,
03,05,0508,ITEM,"Item 0508: Tribune negatives including Chris Shortus, Jan Sinclair, Janna Thomson and Bruce Hanna, February 1980",ON 160/Item 0508,1045822,110369826,February 1980,1980-01-01 00:00:00,1980-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369826,http://archival.sl.nsw.gov.au/Details/archive/110369619,32,FL4408711|FL4408712|FL4408713|FL4408714|FL4408715|FL4408716|FL4408717|FL4408718|FL4408719|FL4408720|FL4408721|FL4408722|FL4408723|FL4408724|FL4408725|FL4408726|FL4408727|FL4408728|FL4408729|FL4408730|FL4408731|FL4408732|FL4408733|FL4408734|FL4408735|FL4408736|FL4408737|FL4408738|FL4408739|FL4408740|FL4408741|FL4408742,"Includes:|Pitjantjatjara leafleting Adelaide, February 1980|Graffiti women, February 1980|Chris Shortus, February 1980|Jan Sinclair, February 1980|Janna Thomson, February 1980|Bruce Hanna, February 1980",,portraits,,
03,05,0509,ITEM,"Item 0509: Tribune negatives including printing machines and steel workers demonstration, Wollongong, New South Wales, February-March 1980",ON 160/Item 0509,1045823,110369827,February-March 1980,1980-01-01 00:00:00,1980-12-31 00:00:00,45 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369827,http://archival.sl.nsw.gov.au/Details/archive/110369619,45,FL4407313|FL4407314|FL4407315|FL4407316|FL4407317|FL4407318|FL4407319|FL4407320|FL4407321|FL4407322|FL4407323|FL4407324|FL4407325|FL4407326|FL4407327|FL4407328|FL4407329|FL4407330|FL4407331|FL4407332|FL4407333|FL4407334|FL4407335|FL4407341|FL4407344|FL4407348|FL4407358|FL4407361|FL4407364|FL4407366|FL4407370|FL4407372|FL4407373|FL4407375|FL4407382|FL4407387|FL4407390|FL4407393|FL4407395|FL4407398|FL4407400|FL4407409|FL4407411|FL4407413|FL4407415,"Includes:|Printing machines|Steel workers, Wollongong, March 1980|Graffiti National Alliance, March 1980|Accident, Sydney, March 1980",,industrial workers|demonstrations|printing machines,,
03,05,0510,ITEM,"Item 0510: Tribune negatives including wool stores workers picket, Sydney, New South Wales and compensation meeting, Melbourne, Victoria, March 1980",ON 160/Item 0510,1045824,110369828,March 1980,1980-01-01 00:00:00,1980-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369828,http://archival.sl.nsw.gov.au/Details/archive/110369619,41,FL4407096|FL4407097|FL4407100|FL4407103|FL4407107|FL4407108|FL4407109|FL4407111|FL4407114|FL4407116|FL4407118|FL4407120|FL4407121|FL4407122|FL4407125|FL4407127|FL4407129|FL4407131|FL4407133|FL4407136|FL4407137|FL4407140|FL4407142|FL4407143|FL4407144|FL4407147|FL4407149|FL4407152|FL4407153|FL4407155|FL4407156|FL4407158|FL4407162|FL4407165|FL4407167|FL4407168|FL4407170|FL4407172|FL4407173|FL4407175|FL4407178,"Includes:|Land rights demonstration, Sydney, March 1980|Ship, Poolta, March 1980|Unemployed demonstration, Townsville, March 1980|Wool stores workers picket, Sydney, March 1980|Compensation barbecue & meeting, Melbourne, March 1980",,meetings|barbecues (events)|pickets|wool industry workers,,
