series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
01,03,101,ITEM,"Item 101: Tribune negatives including IWD function in support of Nancy Prasad and IWD Committee anti-war demonstration, 1965-1966?",ON 161/Item 101,1252322,110373898,1965-1966?,1965-01-01 00:00:00,1966-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373898,http://archival.sl.nsw.gov.au/Details/archive/110373897,36,FL4522772|FL4522773|FL4522774|FL4522775|FL4522776|FL4522777|FL4522778|FL4522779|FL4522780|FL4522781|FL4522782|FL4522783|FL4522784|FL4522785|FL4522786|FL4522787|FL4522788|FL4522789|FL4522790|FL4522791|FL4522792|FL4522793|FL4522794|FL4522795|FL4522796|FL4522797|FL4522798|FL4522799|FL4522800|FL4522801|FL4522802|FL4522803|FL4522804|FL4522805|FL4522806|FL4522807,"Includes:|International Women's Day function in support of Nancy Prasad, Rows 1-3.|International Women's Day Committee demonstration against the Vietnam War, Rows 4-5, and Row 6, nos 1-2.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations,"International Women's Day|Prasad, Nancy",
01,03,102,ITEM,"Item 102: Tribune negatives including speakers, musicians, and audiences at unidentified events, 1966?",ON 161/Item 102,1252325,110373899,1966?,1966-01-01 00:00:00,1966-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373899,http://archival.sl.nsw.gov.au/Details/archive/110373897,35,FL4523943|FL4523946|FL4523948|FL4523950|FL4523952|FL4523954|FL4523955|FL4523957|FL4523959|FL4523961|FL4523963|FL4523966|FL4523969|FL4523972|FL4523973|FL4523974|FL4523975|FL4523976|FL4523977|FL4523978|FL4523979|FL4523980|FL4523981|FL4523982|FL4523983|FL4523984|FL4523985|FL4523986|FL4523987|FL4523988|FL4523989|FL4523990|FL4523991|FL4523992|FL4523993,"Includes:|Speakers, musicians, and audiences at unidentified events.|May include:|Jacaranda Press launching of Betty Collins' ""The Copper Crucible"". Jack Egerton, Betty Collins, Dennis Kevans, Jean Lewis, Don Henderson, Vera Deakin, March 1966.|Youth Campaign Against Conscription debate at Chullora Electrical Car Workshops : Barry Robertson, Michael Darby, Eric Walsh, Secretary of the Shop Stewards' Committee; Alan Kennedy, President of the Shop Stewards' Committee, March 1966.",,musicians|audiences,,
01,03,103,ITEM,"Item 103: Tribune negatives including Anti-Vietnam War demonstrations and protest meetings at Martin Place and Sydney Town Hall, and Nurses at Prince Alfred Hospital, March-July 1966",ON 161/Item 103,1252326,110373900,March-July 1966,1966-03-01 00:00:00,1966-07-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373900,http://archival.sl.nsw.gov.au/Details/archive/110373897,34,FL4526071|FL4526076|FL4526077|FL4526078|FL4526079|FL4526080|FL4526081|FL4526082|FL4526083|FL4526084|FL4526085|FL4526086|FL4526087|FL4526088|FL4526089|FL4526090|FL4526091|FL4526092|FL4526093|FL4526094|FL4526095|FL4526096|FL4526097|FL4526098|FL4526099|FL4526100|FL4526101|FL4526102|FL4526103|FL4526104|FL4526105|FL4526106|FL4526107|FL4526108,"Includes:|Anti-Vietnam War demonstration, Martin Place, Sydney. Meetings at Trocadero and Sydney Town Hall, March 1966.|Anti-Vietnam War demonstration, Martin Place, Sydney. Vietnam protest meeting, lower Sydney Town Hall, July 1966|Nurses at Prince Alfred Hospital, Row 6, nos. 4-6.","Nurses--New South Wales--Sydney.|Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations|meetings|nurses|uniforms|conscription,"Royal Prince Alfred Hospital (Sydney, N.S.W.)|Sydney Town Hall","Martin Place (Sydney, N.S.W.)"
01,03,104,ITEM,"Item 104: Tribune negatives including Opera House meeting, Sydney Town Hall, and Nurses demonstration and meeting at Sydney Town Hall, March 1966",ON 161/Item 104,1252327,110373901,March 1966,1966-03-01 00:00:00,1966-03-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373901,http://archival.sl.nsw.gov.au/Details/archive/110373897,35,FL4524961|FL4524962|FL4524963|FL4524964|FL4524965|FL4524966|FL4524967|FL4524968|FL4524969|FL4524970|FL4524971|FL4524972|FL4524973|FL4524974|FL4524975|FL4524976|FL4524977|FL4524978|FL4524979|FL4524980|FL4524981|FL4524982|FL4524983|FL4524984|FL4524985|FL4524986|FL4524987|FL4524988|FL4524989|FL4524990|FL4524991|FL4524992|FL4524993|FL4524994|FL4524995,"Includes:|Opera House meeting, Sydney Town Hall, organised by the ""Utzon In Charge"" Committee. Harry Seidler, March 1966, Rows 1-2.|Nurses demonstration and meeting at Sydney Town Hall, Rows 3-5.|Youth Campaign Against Conscription debate at Chullora Electrical Car Workshops : Barry Robertson, Michael Darby, Eric Walsh, Secretary of the Shop Stewards' Committee; Alan Kennedy, President of the Shop Stewards' Committee, March 1966.",Nurses--New South Wales--Sydney.|Demonstrations--New South Wales--Sydney.,nurses|meetings|architects,Sydney Town Hall,
01,03,105,ITEM,"Item 105: Tribune negatives including cotton harvesters, cotton fields, irrigation channels, and camps of Aboriginals in the cotton industry, February 1966",ON 161/Item 105,1255922,110373921,15-16 February 1966,1966-02-15 00:00:00,1966-02-16 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373921,http://archival.sl.nsw.gov.au/Details/archive/110373897,34,FL4525266|FL4525271|FL4525273|FL4525274|FL4525278|FL4525280|FL4525284|FL4525286|FL4525287|FL4525290|FL4525291|FL4525293|FL4525294|FL4525295|FL4525296|FL4525297|FL4525298|FL4525299|FL4525300|FL4525301|FL4525302|FL4525303|FL4525304|FL4525305|FL4525306|FL4525307|FL4525308|FL4525309|FL4525310|FL4525311|FL4525312|FL4525313|FL4525314|FL4525315,"Original negative sleeve titled Wee Waa 15-16/2/66. Aborigines of cotton industry, 15-19/2/66, Wee Waa.|Includes:|North West New South Wales : Gunnedah : cotton gin; cotton harvesters; cotton fields; irrigation channels; Aborigine camps, February 1966.|Flock of sheep, February 1966.",Aboriginal Australians--New South Wales.|Cotton growing--New South Wales|Sheep ranches--New South Wales.|Cotton machinery--New South Wales,Aboriginal peoples (Australians)|cotton gins|irrigation|farm machines,,Wee Waa (N.S.W.)|Gunnedah (N.S.W.)
01,03,110,ITEM,"Item 110: Tribune negatives including anti-conscription protest in front of the ANZAC Memorial, Vietnam bound soldiers march, and psychiatric nurses' demonstration and leaflet distribution, April-August 1966",ON 161/Item 110,1255923,110373922,April-August 1966,1966-04-01 00:00:00,1966-08-22 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373922,http://archival.sl.nsw.gov.au/Details/archive/110373897,36,FL4525843|FL4525846|FL4525847|FL4525849|FL4525851|FL4525852|FL4525854|FL4525856|FL4525858|FL4525859|FL4525864|FL4525865|FL4525866|FL4525867|FL4525868|FL4525869|FL4525873|FL4525875|FL4525878|FL4525879|FL4525880|FL4525881|FL4525883|FL4525885|FL4525886|FL4525888|FL4525891|FL4525893|FL4525894|FL4525898|FL4525900|FL4525904|FL4525907|FL4525908|FL4525909|FL4525910,"Includes:|Demonstration outside Liberal Party headquaters, 22 August 1966, Row 5, no. 6.|Anti-conscription protest in front of the ANZAC Memorial, Hyde Park, Sydney, Rows 1-2.|Vietnam bound soldiers march, Martin Place, Sydney, Row 3, nos. 2-5.|Psychiatric nurses demonstration and leaflet distribution, Town Hall, Sydney, April 1966.|UAW National Conference demonstration, to Commonwealth Offices, Martin Place, Sydney. UAW reception, Graphic Arts Club for Valentine Titova. Betty Harrison, Freida Brown, May 1966.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney|Nurses--New South Wales--Sydney.|Demonstrations--New South Wales--Sydney.|Soldiers--New South Wales.",psychiatric nurses|soldiers|demonstrations|conscription,,"War Memorial (Hyde Park, Sydney, N.S.W.)|Martin Place (Sydney, N.S.W.)"
01,03,111,ITEM,"Item 111: Tribune negatives including ALP Vietnam protest meeting, traffic on Sydney Harbour Bridge, and anti-conscription pamphlets, 1966?",ON 161/Item 111,1255929,110373923,1966?,1966-01-01 00:00:00,1966-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373923,http://archival.sl.nsw.gov.au/Details/archive/110373897,36,FL4522378|FL4522381|FL4522384|FL4522387|FL4522388|FL4522390|FL4522394|FL4522395|FL4522397|FL4522399|FL4522402|FL4522404|FL4522407|FL4522410|FL4522412|FL4522414|FL4522417|FL4522418|FL4522420|FL4522423|FL4522425|FL4522426|FL4522429|FL4522431|FL4522433|FL4522435|FL4522436|FL4522439|FL4522441|FL4522442|FL4522444|FL4522446|FL4522448|FL4522450|FL4522451|FL4522453,"Includes:|ALP Vietnam protest meeting : A. Calwell, C. Oliver, G. Whitlam, F. Williams, July 1966.|Traffic on Sydney Harbour Bridge, Row 4, no. 5, Row 5, nos. 1-6.|Anti-conscription pamphlets, Row 6, nos. 1-2.","Vietnam War, 1961-1975--Protest movements--Australia.|Vietnam War, 1961-1975--Pamphlets",meetings|pamphlets|conscription,"Sydney Harbour Bridge (Sydney, N.S.W.)|Australian Labor Party",
01,03,113,ITEM,"Item 113: Tribune negatives including anti-Vietnam War demonstrations, 1966",ON 161/Item 113,1255930,110373924,July 1966?,1966-07-01 00:00:00,1966-07-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373924,http://archival.sl.nsw.gov.au/Details/archive/110373897,38,FL4523596|FL4523601|FL4523604|FL4523605|FL4523607|FL4523609|FL4523612|FL4523614|FL4523616|FL4523618|FL4523619|FL4523620|FL4523623|FL4523625|FL4523628|FL4523630|FL4523633|FL4523636|FL4523639|FL4523642|FL4523643|FL4523644|FL4523645|FL4523646|FL4523647|FL4523648|FL4523649|FL4523650|FL4523651|FL4523652|FL4523653|FL4523654|FL4523655|FL4523656|FL4523657|FL4523658|FL4523659|FL4523660,"Original negative sleeve titled Mid 1966.|Includes:|Anti-Vietnam War demonstrations.|Speakers and audiences at inidentified functions.|May include:|Len Hay, Betty Collins, Fred Paterson, Bill Woods, N. Hazard, July 1966.|Claude Jones interviewed by Harry Stein regarding finance fund. Chuck Bartos on TV's ""7 Days"", July 1966.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations,,
01,03,114,ITEM,"Item 114: Tribune negatives including Maritime Service Board workers meeting and anti-conscription demonstration, 1966",ON 161/Item 114,1255933,110373925,1966,1966-01-01 00:00:00,1966-04-30 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373925,http://archival.sl.nsw.gov.au/Details/archive/110373897,36,FL4524324|FL4524328|FL4524330|FL4524333|FL4524334|FL4524336|FL4524338|FL4524340|FL4524341|FL4524343|FL4524344|FL4524345|FL4524348|FL4524349|FL4524350|FL4524351|FL4524352|FL4524353|FL4524355|FL4524357|FL4524362|FL4524364|FL4524366|FL4524367|FL4524369|FL4524370|FL4524372|FL4524373|FL4524375|FL4524376|FL4524378|FL4524379|FL4524380|FL4524381|FL4524382|FL4524384,"Original negative sleeve titled Early 1966.|Includes:|Maritime Service Board workers meeting, Circular Quay, Sydney, April 1966.|Anti-conscription demonstration.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations|conscription,Maritime Services Board of New South Wales,
01,03,115,ITEM,"Item 115: Tribune negatives including posters, magazine pages, and photographs of Vietnam War victims, 1966",ON 161/Item 115,1255936,110373926,1966,1966-01-01 00:00:00,1966-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373926,http://archival.sl.nsw.gov.au/Details/archive/110373897,35,FL4524501|FL4524507|FL4524509|FL4524511|FL4524513|FL4524515|FL4524516|FL4524517|FL4524521|FL4524522|FL4524523|FL4524525|FL4524527|FL4524528|FL4524531|FL4524532|FL4524538|FL4524540|FL4524542|FL4524543|FL4524544|FL4524546|FL4524554|FL4524556|FL4524558|FL4524561|FL4524562|FL4524564|FL4524567|FL4524569|FL4524571|FL4524573|FL4524575|FL4524577|FL4524578,"Original negative sleeve titled 1966.|Includes:|Posters, magazine pages, and photographs of Vietnam War victims, 1966.","Vietnam War, 1961-1975--Mass media and the war",war victims,,
