series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
03,15,1001,ITEM,"Item 1001: Tribune negatives including monorail construction and International Year of Shelter for the Homeless speech and protest, March 1987",ON 160/Item 1001,1055366,110370699,March 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370699,http://archival.sl.nsw.gov.au/Details/archive/110369630,36,FL4469702|FL4469703|FL4469704|FL4469705|FL4469706|FL4469707|FL4469708|FL4469709|FL4469710|FL4469711|FL4469712|FL4469713|FL4469714|FL4469715|FL4469716|FL4469717|FL4469718|FL4469719|FL4469720|FL4469721|FL4469722|FL4469723|FL4469724|FL4469725|FL4469726|FL4469727|FL4469728|FL4469729|FL4469730|FL4469731|FL4469732|FL4469733|FL4469734|FL4469735|FL4469736|FL4469737,"Includes:|Monorail under construction, March 1987|Student anti- fees, March 1987|International Year of Shelter for the Homeless, March 1987|Dean Jeffrey's protest vs his arrest, March 1987|Original negative sleeve titled Student anti-fees March 3/87, Monorail under construction 3/87, Dean Jeffrey's protest vs. his arrest, IYSH",,monorail tracks|railway construction|demonstrations|public speaking,,
03,15,1002,ITEM,"Item 1002: Tribune negatives including student fees and education protests, Sydney, New South Wales, March 1987",ON 160/Item 1002,1055367,110370700,March 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370700,http://archival.sl.nsw.gov.au/Details/archive/110369630,42,FL4469823|FL4469824|FL4469826|FL4469828|FL4469829|FL4469832|FL4469834|FL4469836|FL4469838|FL4469841|FL4469843|FL4469844|FL4469846|FL4469849|FL4469851|FL4469852|FL4469854|FL4469856|FL4469859|FL4469860|FL4469862|FL4469866|FL4469867|FL4469868|FL4469870|FL4469872|FL4469874|FL4469878|FL4469879|FL4469881|FL4469883|FL4469885|FL4469886|FL4469887|FL4469888|FL4469891|FL4469892|FL4469893|FL4469896|FL4469898|FL4469900|FL4469902,"Includes:|Student anti-fees, March 1987|Original negative sleeve titled Student anti-fees march, March '87",Demonstrations--New South Wales--Sydney.,education|professional fees|students,,
03,15,1003,ITEM,"Item 1003: Tribune negatives including Dick Smith in anti smoking campaign and compensation protest, March-April 1987",ON 160/Item 1003,1055368,110370701,March-April 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370701,http://archival.sl.nsw.gov.au/Details/archive/110369630,42,FL4468611|FL4468612|FL4468613|FL4468615|FL4468616|FL4468617|FL4468619|FL4468621|FL4468625|FL4468626|FL4468627|FL4468628|FL4468630|FL4468635|FL4468639|FL4468642|FL4468643|FL4468644|FL4468646|FL4468649|FL4468650|FL4468652|FL4468654|FL4468655|FL4468657|FL4468659|FL4468663|FL4468665|FL4468667|FL4468669|FL4468671|FL4468672|FL4468673|FL4468675|FL4468676|FL4468680|FL4468683|FL4468688|FL4468689|FL4468691|FL4468693|FL4468694,"Includes:|Dick Smith, anti smoking campaign, April 1987|New Left Press Conference, April 1987|Tribune dinner dance, April 1987|Compensation demonstration, March 1987|Original negative sleeve titled Comp demo March '87, Dick Smith - anti smoking camp. April '87, Trib. dinner dance, New Left Press Conf.",,antismoking movement|demonstrations|workers,,
03,15,1004,ITEM,"Item 1004: Tribune negatives including protest against anti-union legislation, Queensland and compensation meeting, March-April 1987",ON 160/Item 1004,1055369,110370702,March-April 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370702,http://archival.sl.nsw.gov.au/Details/archive/110369630,35,FL4468998|FL4468999|FL4469002|FL4469004|FL4469006|FL4469007|FL4469010|FL4469011|FL4469012|FL4469014|FL4469016|FL4469017|FL4469018|FL4469019|FL4469020|FL4469022|FL4469024|FL4469026|FL4469027|FL4469029|FL4469034|FL4469036|FL4469038|FL4469040|FL4469043|FL4469047|FL4469049|FL4469051|FL4469052|FL4469054|FL4469056|FL4469058|FL4469059|FL4469063|FL4469065,"Includes:|Queensland, Anti union legislation protest, April 1987|Compensation meeting, April 1987|Chilean socialists, April 1987|Condom vending machine, April 1987|ANC delegation, Tambo, WWF art workshop, March 1987|Original negative sleeve titled Compo meeting April '87, Qld. protest against anti-union legislation, ANC delegation with Tambo, WWF art wkshop March '87, Chilean socialsits - Trade Union reception April '87, Condom vending machine",,demonstrations|meetings|workers,,
03,15,1005,ITEM,"Item 1005: Tribune negatives including black deaths in custody public meeting and Aboriginal Dance Theatre, Sydney, New South Wales, March-April 1987",ON 160/Item 1005,1055370,110370703,March-April 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370703,http://archival.sl.nsw.gov.au/Details/archive/110369630,40,FL4470933|FL4470937|FL4470940|FL4470942|FL4470943|FL4470945|FL4470947|FL4470950|FL4470952|FL4470958|FL4470962|FL4470966|FL4470973|FL4470975|FL4470977|FL4470979|FL4470980|FL4470983|FL4470986|FL4470989|FL4470990|FL4470991|FL4470994|FL4470997|FL4470999|FL4471002|FL4471004|FL4471008|FL4471010|FL4471013|FL4471014|FL4471018|FL4471022|FL4471027|FL4471028|FL4471033|FL4471034|FL4471036|FL4471042|FL4471047,"Includes:|Aboriginal Dance Theatre, Tambo, March 1987|Black deaths in custody public meeting, April 1987|Original negative sleeve titled Black deaths in custody public meeting April '87, Oliver Tambo, Syd. Town Hall (Ab. Dance Theatre)","Aboriginal Australians--Mortality.|Aboriginal Australians--Criminal justice system.|Dance, Aboriginal Australian.",Aboriginal peoples (Australians)|meetings,,
03,15,1006,ITEM,"Item 1006: Tribune negatives including Palm Sunday marches, Sydney, New South Wales, April 1987",ON 160/Item 1006,1055371,110370704,April 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370704,http://archival.sl.nsw.gov.au/Details/archive/110369630,37,FL4472433|FL4472435|FL4472440|FL4472441|FL4472443|FL4472444|FL4472445|FL4472447|FL4472448|FL4472450|FL4472451|FL4472452|FL4472453|FL4472454|FL4472455|FL4472457|FL4472459|FL4472466|FL4472467|FL4472469|FL4472470|FL4472472|FL4472474|FL4472475|FL4472477|FL4472480|FL4472482|FL4472483|FL4472485|FL4472487|FL4472488|FL4472493|FL4472494|FL4472496|FL4472498|FL4472500|FL4472502,"Includes:|Pilgrim House fire, April 1987|Ken Livingstone, April 1987|Kanaky mayor, April 1987|Palm Sunday marches, April 1987|Original negative sleeve titled Pilgrim House fire April '87, Ken Livingstone April '87, Kanaky mayor, Palm Sunday '87, Oliver Tambo",Demonstrations--New South Wales--Sydney.,demonstrators (political),,
03,15,1007,ITEM,"Item 1007: Tribune negatives including student protests, Victoria and book launch, April-May 1987",ON 160/Item 1007,1055372,110370705,April-May 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370705,http://archival.sl.nsw.gov.au/Details/archive/110369630,37,FL4480601|FL4480603|FL4480604|FL4480606|FL4480607|FL4480609|FL4480618|FL4480621|FL4480623|FL4480627|FL4480628|FL4480630|FL4480631|FL4480632|FL4480633|FL4480635|FL4480636|FL4480638|FL4480640|FL4480643|FL4480647|FL4480649|FL4480651|FL4480653|FL4480655|FL4480657|FL4480658|FL4480661|FL4480662|FL4480664|FL4480665|FL4480666|FL4480669|FL4480670|FL4480674|FL4480675|FL4480677,"Includes:|Students, Victoria, April 1987|Victorian Students, anti fees, April 1987|Nica women at book launch, April 1987|Book launch, Feminisim & nationalism in third world, April 1987|Duck season protests, May 1987|Darling Harbour, May 1987|Original negative sleeve titled Vic students - anti fees April '87, Book launch - Feminism & Nationalism in the 3rd world - L. Jayamana, Nica women, Uma, Duck season protests May '87, Darling Harbour",,demonstrations|book launches|students|women,,
03,15,1008,ITEM,"Item 1008: Tribune negatives including May Day march, Melbourne, Victoria and student fees protests, New South Wales, April-May 1987",ON 160/Item 1008,1055374,110370707,April-May 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370707,http://archival.sl.nsw.gov.au/Details/archive/110369630,42,FL4475079|FL4475080|FL4475081|FL4475082|FL4475083|FL4475084|FL4475085|FL4475086|FL4475087|FL4475088|FL4475089|FL4475090|FL4475091|FL4475092|FL4475093|FL4475094|FL4475095|FL4475096|FL4475097|FL4475098|FL4475099|FL4475100|FL4475101|FL4475102|FL4475103|FL4475104|FL4475105|FL4475106|FL4475107|FL4475108|FL4475109|FL4475110|FL4475111|FL4475112|FL4475113|FL4475114|FL4475115|FL4475116|FL4475117|FL4475118|FL4475119|FL4475120,"Includes:|Students, anti-fees, New South Wales, April 1987|Monorail under construction, April 1987|May Day, Sydney, May 1987|May Day, Melbourne, May 1987|Original negative sleeve titled Anti-fees NSW April '87, Monorail, May Day, Melb. May Day",,demonstrations|students|demonstrators (political),,
03,15,1009,ITEM,"Item 1009: Tribune negatives including May Day and march for jobs demonstrations, Sydney, New South Wales, May 1987",ON 160/Item 1009,1055375,110370708,May 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370708,http://archival.sl.nsw.gov.au/Details/archive/110369630,40,FL4476998|FL4477000|FL4477001|FL4477003|FL4477007|FL4477008|FL4477010|FL4477012|FL4477014|FL4477016|FL4477019|FL4477021|FL4477023|FL4477026|FL4477029|FL4477030|FL4477032|FL4477034|FL4477035|FL4477037|FL4477039|FL4477040|FL4477043|FL4477045|FL4477047|FL4477048|FL4477049|FL4477050|FL4477052|FL4477054|FL4477058|FL4477067|FL4477069|FL4477071|FL4477072|FL4477073|FL4477074|FL4477077|FL4477079|FL4477080,"Includes:|Anthony Hordern Building rubble, May 1987|Aboriginal school, May 1987|March for jobs, May 1987|ACOA : Peter Robson & Jennie George, May 1987|May Day, Sydney, May 1987|Original negative sleeve titled Aust. Hordern building rubble May '87, Ab school, ACOA - Peter Robson & Jennie George, March for jobs, May Day Syd.",Demonstrations--New South Wales--Sydney.,employment|demonstrators (political),,
03,15,1010,ITEM,"Item 1010: Tribune negatives including Mudginberri picket, Northern Territory and housing protest at Liberal party launch, July 1987",ON 160/Item 1010,1055376,110370709,July 1987,1987-01-01 00:00:00,1987-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370709,http://archival.sl.nsw.gov.au/Details/archive/110369630,36,FL4473240|FL4473243|FL4473245|FL4473247|FL4473248|FL4473250|FL4473252|FL4473255|FL4473257|FL4473260|FL4473262|FL4473264|FL4473266|FL4473268|FL4473270|FL4473273|FL4473274|FL4473277|FL4473279|FL4473281|FL4473283|FL4473285|FL4473286|FL4473288|FL4473290|FL4473293|FL4473295|FL4473297|FL4473299|FL4473301|FL4473302|FL4473304|FL4473306|FL4473308|FL4473309|FL4473311,"Includes:|Mudginberri picket '86, July 1987|Jack Mundey election campaign|Housing protest at Liberal launch, July 1987|Tribune winter sale & raffle drawings, July 1987|Original negative sleeve titled Mudginberry picket '86, Howard launch & housing protest '87, Trib. raffle '87, Trib winter sale '87",,pickets|launches|demonstrations|demonstrators (political),,
